movieId,meta-data
784,Comedy Drama Thriller  JimCarrey MatthewBroderick LeslieMann JackBlack GeorgeSegal DianeBaker BenStiller EricRoberts JaneaneGarofalo AndyDick HarryO'Reilly DavidCross AmyStiller OwenWilson KeithGibbs KathyGriffin MisaKoprova Robert'BobbyZ'Zajonc BobOdenkirk CharlesNapier LloydKino SeanWhalen MichaelRivkin AkiAleong HarperRoisman MartyZagon DonaHardy SandraThigpen JohnC.Moskoff PaulGreco JoelMurray KyleGass AnnabelleGurwitch  BenStiller
785,Comedy  WoodyHarrelson RandyQuaid VanessaAngel BillMurray ChrisElliott WilliamJordan NancyFrey-Jarecki RichardTyson LinShaye ZenGesner PrudenceWrightHolmes RobMoran DanielGreene WillRothhaar MarkCharpentier BradFaxon SayedBadreya LindaCarola DannyMurphy DavidShackelford RickBarker GretchenTreser WillieGarson GoogyGress SuzanHughes MichaelCorrente HerbieFlynn HankBrandt LibbyLangdon LizaOxnard LorriBagley SteveTyler NancyFarrelly CynthiaFarrellyGesner Morganna VictoriaScottD'Angelo  BobbyFarrelly PeterFarrelly
786,Action Drama Mystery Thriller  ArnoldSchwarzenegger VanessaWilliams JamesCaan JamesCoburn RobertPastorelli JamesCromwell DannyNucci AndyRomano NickChinlund MichaelPapajohn JoeViterelli MarkRolston JohnSlattery RobertMiranda RomaMaffia TonyLongo GerryBecker JohnSnyder MeloraWalters OlekKrupa CylkCozart K.ToddFreeman RoccoSisto GeraldBerns StevenFord Ismael'East'Carlo TommyJ.Huff RickBatalla MichaelGregory PatrickKilpatrick JamesShort A.J.Nay CamrynManheim SkippSudduth AnthonyFusco GregoryMcKinney CraigBarnett CoreyJoshuaTaylor RickMarzan BrianLibby DannyWynands DavidFonteno SonnyKing EdW.Rote MikeCameron TimColceri DieterR.Trippel MatthewMahaney DenisForest ChristopherMankiewicz MikeStone KevinFry SamScarber RichieVarga BenShenkman DominicMarcus PatCollins DorinSeymour ClaytonLandey TerryBeeman M.G.Gong SebastianLaCause FrankMinitello CharlesChiquette GlenndonChatman CamilleWinbush VicPolizos JamesFrankClark DavidBilson AlCerullo RickShuster DianaMorgan MichaelOliver  ChuckRussell
787,Documentary    RichardGordon CarmaHinton
788,Fantasy Comedy Romance Science Fiction  EddieMurphy JadaPinkettSmith JamesCoburn LarryMiller DaveChappelle JohnAles AthenaMassey LisaBoyle PatriciaWilson JamalMixon NicholeMcAuley HamiltonvonWatts ChiChaoli TonyCarlin QuinnDuffy MontellJordan DougWilliams DavidRamsey ChazLamarShepherd LisaHalpern ArthurTovey  TomShadyac
789,Drama Romance History  AssumptaSerna DominiqueSanda HéctorAlterio LautaroMurúa GracielaAraujo AlbertoSegado GerardoRomano FranklinCaicedo HugoSoto MárgaraAlonso LidiaCatalano MargaritaPadín AlejandraColunga RosarioBléfari FelisaRocha EmaRivera FernandoNoy WalterSoubrié JesúsBerenguer GuillermoMarín NicolásAlvarado SusanaCortínez AliceElias MónicaLacoste PedroCaña MarcosWoinsky IsaacHaimovici NéstorZacco ArnaldoColombarolli AlejandroMaci OscarCarmeloMilazzo NicolasCardasco JeanPierreReguerraz LorenaLópez JoséMartin ElianaRonsisvalli FernandaRonsisvalli AndreaRodriguez KarinaAllegue LucianaMastromaura VictoriaSolarz CristinaScaramuzza NormaSuzat CeciliaRoth  MaríaLuisaBemberg
790,Drama Romance War Română  KristinScottThomas ClaudiuBleonţ OlgaTudorache GeorgeConstantin IonPavlescu MarcelIureș RăzvanVasilescu CornelScripcaru TamaraCreţulescu CarmenUngureanu MihaiConstantin IoanGyuriPascu DragoșPîslaru DorinaLazăr MagdaCatone ManuelaCiucur EmiliaPopescu FlorinCălinescu CristianIrimia MihaiBrătilă PetreNicolae  LucianPintilie
791,"  Polish  Yiddish  Russian  LeopoldKozlowski  YaleStrom"
792,Fantasy Magyar  DávidVermes PálHetényi FrantišekHusák MáriaVarga EszterCsákányi  GyulaGazdag
793,Drama  SamiFrey MarcBarbé JulieJézéquel ValérieJeannet  GérardMordillat
794,Drama Crime   AlexdelRosario GandongCervantes LawrenceDavid LuisCortes RichardCassity DannyRamos JohnMendoza LeonardManalansan PerlaBautista RyanAristorenas SoxyTopacio GinoPaulGuzman MaureenMauricio JeffreySuarez RayVentura NonieBuencamino R.S.Francisco CherryPiePicache  MelChionglo
795,Comedy Drama  RosiePerez HarveyKeitel AnthonyQuinn MichaelDeLorenzo SteveBuscemi StanleyTucci GerardoMejía StevenRandazzo PaulHerman SamuelFuller Helena ElizabethBracco AngelAviles LoreleiLeslie JulieShannon FrancescoMessina MickeyCottrell SullyBoyar EdwardLynch EdwardBunker KerolRae TitoLarriva NickVincent BrieHoward PeterAtanasoff TonyMarsico AdalbertoHernandez RafaelFloresJr. LuisA.Pérez CarlosQuinonez SamRockwell AlexMagno MarioArias QuentinTarantino YulVazquez VictorArgo LeliaGoldoni MyronL.Hall AnthonyPowers TonyVera DevinoTricoche JimPalmer SteveSimich RedHorton JayDella SantosMorales NikoMontero  AlexandreRockwell
796,Drama Romance  RobertMcLane CurtGareth BoWhite AnthonyMcKay MarilynMeyers JayPierce BarnabyRudge A.BaileyChapin ScottEisman MichaelKell SheilaRock LindaWeitz RobertGrillo HowardBlakey GeorgeDiaz DeborahTrowbridge JesseTrowbridge JoseAponte ChrisBallant MelBarth RoyBerman RoyBerndt WindsorBoyd LarryBurns TonyCedar AstridaCimdins RhodesCox JohnDamon ChristopherEstridge RobertEllis JerryEnt ReginaldEley JackFirestone StephenHarvey ArnieKantrowitz KathyKesler BernardLewis BillyLongo MichaelLavery FredMannaraJr. LouMiranda AlanMoldow DinaMoore BobbyNiles EdwardOuger JohnParr TommyRiscica JaneRoseman VitoRusso BenSimon Stod PaulVanase FrankVentgen MartinWade GroveWood KimYesse RayZarr DavidCampos  ChristopherLarkin
797,Comedy Crime Drama  JeanneMoreau MichelSerrault LucThuillier GéraldineDanon PratapanNagaratnam DarmarajaRavi CarolineKunti-Leconte GillesRousseau SushmaUnnikrishnam FrancisRenaud LaraGuirao  LaurentHeynemann
798,Action Adventure Thriller  SylvesterStallone AmyBrenneman ViggoMortensen StanShaw BarryNewman DanHedaya JayO.Sanders KarenYoung ClaireBloom VanessaBellCalloway RenolySantiago ColinFox DanielleHarris TrinaMcGee-Davis MarcelloThedford SageStallone JoAnderson MarkRolston RosemaryForsyth LuoyongWang MarkChadwick CandaceMiller LeeOakes SakinaJaffrey AlbertMacklin TonyMunafo JosephRagno NestorSerrano HaroldBradley StephenJosephScott JohnLees RobertSommer LenoreLohman MarkDeAlessandro LisaMcCullough PennyCrone Madison EdWheeler DanDaily StephenJames IsisMussenden  RobCohen
799,Horror Comedy  MichaelJ.Fox TriniAlvarado PeterDobson JohnAstin JeffreyCombs DeeWallace JakeBusey ChiMcBride JimFyfe TroyEvans JuliannaMcCarthy R.LeeErmey ElizabethHawthorne AngelaBloomfield DesmondKelly JonathanBlick ToddRippon JohnSumner MichaelRobinson JimMcLarty AnthonyRayParker PaulYates MelanieLynskey JohnLeigh NicolaCliff KenBlackburn StuartDevenie GenevieveWestcott K.C.Kelly LeslieWing LeslieKlein FrankEdwards AlanO'Leary DannyLineham CharlieMcClellan WilliamPomeroy GeorgePort BillyJackson SophieWatkins TaeaHartwell MaxGrover GeorgeGrover TonyHopkins LewisMartin ClayNelson MatthewChamberlain VivienneKaplan LizMullane MattAitken GraeBurton MichaelElsworth NicFarra PeterJackson FranWalsh  PeterJackson
800,Drama Mystery Romance  ChrisCooper MatthewMcConaughey ElizabethPeña KrisKristofferson JoeMorton FrancesMcDormand StephenJ.Lang OniFaidaLampley LaTanyaRichardsonJackson LeoBurmester EleeseLester RichardCoca MiriamColon JeffMonahan EddieRobinson RonCanada ChandraWilson MarcoPerella GordonTootoosis VanessaMartinez CliftonJames StephenMendillo  JohnSayles
801,Comedy Drama Family  MichelleTrachtenberg RosieO'Donnell J.Smith-Cameron EarthaKitt VanessaLeeChester GregorySmith RobertJoy DovTiefenbach CharlotteSullivan TeishaKim CecilleyCarroll NinaShock ConorDevitt AlishaMorrison NancyBeatty DonFrancks EugeneLipinski GerryQuigley JackieRichardson MercedesEnriquez Mung-LingTsui HoChow ByronWong PaulSun-HyungLee KimLieu Kwok-WingLeung SallyCahill RogerClown JamieJones BobWindsor GladysO'Connor VicHo MauryChaykin MirandaJade  BronwenHughes
802,Drama Fantasy Romance Science Fiction  JohnTravolta KyraSedgwick ForestWhitaker RobertDuvall JeffreyDeMunn RichardKiley DavidGallagher AshleyBuccille TonyGenaro SeanO'Bryan MichaelMilhoan TroyEvans BruceA.Young VytoRuginis BrentSpiner ElisabethNunziato EllenGeer JamesKeane SusanMerson JamesAnthonyCotton JustinDiPego MarkSoper DanielZacapa CabCovay TonyA.Mattos MarkValim CarlD.Parker BethKennedy TomFridley RichardGross JackChouchanian MichaelForner SageCallaway JewelBenedict BetsyBerryhill MariannV.Carothers ClaudiaCrespin JosephA.Nicosia DanPartain IsaacReiswig Charlie  JonTurteltaub
803,Comedy Drama Romance  CatherineKeener AnneHeche ToddField LievSchreiber KevinCorrigan AmyBraverman MirandaRhyne RandallBatinkoff BrendaDenmark VincentPastore JosephSiravo RafaAlvarez RitamarieKelly SteveCohen JordanLevinson HeatherGottlieb LynnCohen LawrenceHolofcener NitzaWilon AllisonJanney AliceDrummond BettinaSkye MichaelKroll IsaThomas  NicoleHolofcener
804,Romance Comedy  JenniferAniston MaxineBahns EdwardBurns CameronDiaz JohnMahoney MichaelMcGlone LeslieMann AmandaPeet AnitaGillette FrankVincent MalachyMcCourt BeatriceWinde RobertWeil TomTammi  EdwardBurns
805,Crime Drama Thriller  MatthewMcConaughey SandraBullock SamuelL.Jackson KevinSpacey AshleyJudd DonaldSutherland OliverPlatt CharlesS.Dutton BrendaFricker KieferSutherland PatrickMcGoohan Rae'VenLarrymoreKelly ToneaStewart JohnDiehl ChrisCooper NickyKatt DougHutchison KurtwoodSmith TimParati BethGrant AnthonyHeald M.EmmetWalsh OctaviaSpencer DarrinMitchell LaConteMcGrew DevinLloyd MarkW.Johnson JoeSeneca ThomasMerdis AlexandraKyle TerryLoughlin AndyStahl JoeBullen LorraineMiddleton GrahamTimbes JonathanHadary BenjaminMouton ByronJennings PatrickSutton GregLauren DannyNelson MikePniewski ElizabethOmilami LukasCain StacyRaeToyon WayneDehart HelenE.Floyd DavidBrianWilliams RebeccaKoon JamesM.CrumleyJr. JimRitchie PerryRitchie MikeMcLaren TimMonich LeonardL.Thomas BranceH.Beamon MildredJ.Gilbreath WillCrapps DavidU.Hodges MaggieWadeDixon RussellHambline RobertChapman RobertR.BellJr. TommyMcCullough RykSt.Vincent BettinaRose LindaCalvinJohnson TerranceFreeman AliceJulius-Scott WilliamTrulyJr. WalterL.Hutchins JerryHunt HowardBallou ToddDemers StephanieStrickland KimHendrix RobJay SherriHilton SteveCoulter JackieStewart RosebudDixon-Green  JoelSchumacher
806,Drama  DustinHoffman DennisFranz SeanNelson  MichaelCorrente
807,Romance Comedy Drama  ClaraBellar AntoineBasler MathiasMégard JudithChancel MalcolmConrath CécileParès OlivierPoujol AuroreRauscher SergeRenko MichaelKraft BénédicteLoyen VeronikaJohansson FlorenceLevu ChristianBassoul  ÉricRohmer
808,Adventure Family  ThoraBirch VincentKartheiser DirkBenedict BenCardinal KristinLehman StephenE.Miller DonS.Davis CharltonHeston DuncanFraser GordonTootoosis RyanKent StephenE.Miller ByronChief-Moon AdrienDorval EdGale MarkMcCracken Agee  FraserClarkeHeston
809,Action  LaurenceFishburne StephenBaldwin SalmaHayek WillPatton RobertJohnBurke RobertHooks VictorRivers DavidDukes KenJenkins MichaelNader BrittneyPowell SteveCarlisle BrettRice J.DonFerguson KathyPayne  KevinHooks
810,Fantasy Comedy Family  ShaquilleO'Neal FrancisCapra AllyWalker EfrenRamirez WadeRobson JamesAcheson BrandonTrost JasonTrost MarshallManesh MotherLove DaBrat FawnReed  PaulMichaelGlase
812,Drama Fantasy Magyar  GaryKemp SadieFrost AleksandrKaydanovskiy PéterVallai AndorLukáts MathiasGnädinger AlexandraWasscher IldikóTóth NatalieConde ZoltánGera  IldikóEnyedi
813,Comedy  BillMurray JeremyPiven JaneaneGarofalo PatHingle LindaFiorentino MatthewMcConaughey KeithDavid TraceyWalter HarvePresnell DeonAumaier AnitaGillette JimmyHart  HowardFranklin
814,Crime Drama Romance  ScottCaan MissyCrider ElliottGould AdamBeach DuaneDavis FrankSalsedo ScottPatterson JamesCaan LeeNashold KevinMichaelRichardson  MitchMarcus
815,Action Mystery Thriller  EricRoberts LisaThornhill JasonGedrick JackBetts JennieGarth MichaelMantell JimFyfe StephenTobolowsky SadieStratton LeslieBega  JaimeHellman
816,War Drama  SôniaBraga PatrickMalahide MichaelGambon IonCaramitru SevillaDelofski NickolasGrace RavilIsyanov MattTerdre JohnShrapnel KarlTessler LisaOrgolini NiallRefoy AndrewTiernan RadeŠerbedžija LauraDavenport AmandaRoyle  NicolasRoe
818,Family Comedy  ShelleyLong GaryCole ChristopherDanielBarnes ChristineTaylor PaulSutera JenniferEliseCox JesseLeeSoffer OliviaHack HenrietteMantel TimMatheson WhipHubley WhitneyRydbeck SueCasey GregoryWhite RuPaul DianaTheodore DavidRamsey PhilBuckman StevenGilborn MichaelD.Weatherred YvonneFarrow ZsaZsaGabor SkipO'Brien JenniferAspen IanM.Galespie BrianVanHolt BodhiElfman RichardBelzer ConnieRay DonNahaku AnthonyJ.Silva Jr. LauraWeekes BillApplebaum MichaelLundberg SidneyS.Liufau JohnHillerman BarbaraEden MaureenMcCormick RosieO'Donnell DavidSpade  ArleneSanford
819,Comedy  MaurizioNichetti ElenaSofiaRicci AmandaSandrelli CaterinaSylosLabini JamesThierrée RenatoScarpa MilenaVukotić LidiaBroccolino MariaEugeniaD'Aquino  MaurizioNichetti
820,Adventure Drama  SimoneSignoret CharlesVanel GeorgesMarchal MichelPiccoli TitoJunco RaúlRamírez LuisAcevesCastañeda JorgeMartínezdeHoyos AlbertoPedret'Atabar' MichèleGirardon JoséChávez FedericoCuriel AliciadelLago AgustínFernández GuillermoHernández ChelLópez ManuelDondé EnedinaDíazdeLeón LeonorGómez JoséMuñoz FranciscoReiguera  LuisBuñuel
821,Thriller Romance Mystery  JenniferTaylor AaronShields RobertPeterson  AlexGraves
822,War Drama Cymraeg  HuwGarmon CatrinFychan CeriCunnington LlioSilyn GreyEvans GwenEllis EmmaKelly  PaulTurner
823,Drama Comedy Romance  PatrickBauchau HaydéePolitoff DanielPommereulle AlainJouffroy MijanouBardot AnnikMorice DennisBerry SeymourHertzberg NéstorAlmendros PatricedeBailliencourt LászlóBenkö AnneDubot JackieRaynal EugeneArcher BrianBelshaw Pierre-RichardBré DonaldCammell AlfreddeGraff  ÉricRohmer
824,Drama  AndréEisermann UdoSamel JeremyClyde KatharinaThalbach JohannesSilberschneider PeterLohmeyer DieterLaser UweOchsenknecht HermannBeyer  GernotRoll PeterSehr
825,Comedy  ChristophM.Ohrt CarinC.Tietze TimBergmann OliverStokowski RudolfKowalski AndreasPietschmann DieterBrandecker DanielaZiegler InaWeisse Heinz-WernerKraehkamp AntonioPutignano Heinz-WernerKraehkamp EdgarM.Böhlke AntonioPutignano MartinAnkermann KarinaMarmann PhilippSeiser JanReichert LukaZigic SiegfriedHerold MartinFuchs ManuelaRiva CamilloD'Ancona PietroBertino HansFreidhof RalfAlbert ChristophBoland MommeMommsen AbouLagraa AnthonyArndt  RolfSilber
826,Drama   ChristianeHörbiger JenniferNitsch LenaStolze PeterEhrlich WolfRoth FrancisFulton-Smith GertHaucke HeinzBaumann  PeterWeck
827,Mystery Drama Português  CatherineDeneuve JohnMalkovich LuísMiguelCintra LeonorSilveira JoãoBénarddaCosta HeloísaMiranda GilbertoGonçalves  ManoeldeOliveira
828,Family Fantasy Adventure Drama  MartinLandau JonathanTaylorThomas GenevièveBujold UdoKier BebeNeuwirth RobSchneider CoreyCarrier MarcelloMagni DawnFrench RichardClaxton GriffRhysJones JohnSessions Jean-ClaudeDrouot Jean-ClaudeDreyfus TecoCelio WilfredBenaïche EricAverlant DavidDoyle OliverBarron JakeCourt LukeDeLeon SeanWoodward VladimirKoval  SteveBarron
829,Comedy Fantasy  JerryO'Connell MeganWard BillyWest ReginaldHudlin WilliOneBlood TracyVilar Sandra'Pepa'Denton RobertVaughn ShiekMahmud-Bey JonSpencer PaulBartel TommyHollis DonHo JimSterling DavidHuddleston VincentPastore ScottBigelow Moby DaveChappelle Godfrey TimBlakeNelson BDWong  JohnPayson
830,Comedy  GoldieHawn BetteMidler DianeKeaton MaggieSmith SarahJessicaParker DanHedaya StockardChanning VictorGarber StephenCollins ElizabethBerkley MarciaGayHarden BronsonPinchot JenniferDundas EileenHeckart PhilipBosco RobReiner JamesNaughton AriGreenberg IvanaTrump KathieLeeGifford GloriaSteinem LeaDeLaria DebraMonk KateBurton TimothyOlyphant J.K.Simmons MicheleBrilliant DinaSpybey-Waters AdriaTennor JulieheraDeStefano J.Smith-Cameron HeatherLocklear  HughWilson
831,Romance Drama Comedy History  GuillermoDíaz FrederickWeller BrendanCorbalis DuaneBoutte BruceMacVittie NicoleAriParker MatthewFaber IsaiahWashington LuisGuzmán PeterRatray EmmanuelXuereb JohnDoman JoséZúñiga CandisCayne FentonLawless GerryBecker JohnVentimiglia GabrielMann DavidDrumgold  NigelFinch
832,Action Thriller  MelGibson ReneRusso GarySinise DelroyLindo LiliTaylor BrawleyNolte LievSchreiber DonnieWahlberg EvanHandler NancyTicotin MichaelGaston KevinNeilMcCready JoséZúñiga DanHedaya AllenBernstein PaulGuilfoyle IraidaPolanco JohnOrtiz A.J.Benza PeterAnthonyTambakis DanielMayWong DonnaHanover AntonEvangelista JoeBacino CarlS.Redding JamesGeorgiades ChristianMaelen DavidVadim MichaelCountryman CherylHoward JamesRitz Craig'Radioman'Castaldo JosephBadaluccoJr. DellMaara MikeHodge MickO'Rourke HenryKingiJr. RoyFarfel LexD.Geddings ToddHallowell  RonHoward
833,Comedy  JonLovitz TiaCarrere LouiseFletcher MekhiPhifer NatashaGregsonWagner JohnNeville MalindaWilliams GuillermoDíaz MarcoRodríguez EricAllanKramer NicholasWorth LuElrod BrianHooks ColleenFitzpatrick  HartBochner
834,Comedy  JermaineHopkins ClaudiaKaleem CandiceMerideth AlmaCollins Coolio BrianHooks TanyaReid NicoleAmaral Tom'Tiny'ListerJr.  DougEllin
835,Action Drama Thriller  HedyBurress AngelinaJolie JennyLewis JennyShimizu SarahRosenberg PeterFacinelli DashMihok MichelleBrookhurst EldenHenson CathyMoriarty RichardBeymer FranBennett JohnDiehl ChrisMulkey EverCarradine JayAcovone ArwenCarter MaríaCeledonio RaissaFleming T.J.Galash ScottGallegos JasonWilhite KaciGarcia WesleyJohnson RickJones JoelDavidMoore BettyMoyer BarbaraNiven StevenClarkPachosa StuartRegen LoriRogers BurlRoss ShilohStrong RasaYurchis  AnnetteHaywood-Carter
836,Science Fiction Action Drama Thriller  KeanuReeves MorganFreeman RachelWeisz FredWard KevinDunn BrianCox JoannaCassidy ChelcieRoss NicholasRudall TziMa KrzysztofPieczyński JuliePearl Godfrey GeneBarge NathanDavis AaronWilliams DanielH.Friedman JohnnyLeeDavenport JamesSie JoanKohn JuanRamírez NydiaRodriguezTerracina ScottBenjaminson NedSchmidtke RandallArney NoelleBou-Sliman JosephF.Kosala RonDean MiguelNino TurkMuller NeilFlynn MichaelSkewes MargaretTravolta JacquelineG.Arthur TomMula DenisePrice RickLeFevour CharleySherman GinaRaffin PamZekman LisaTejero DavidPasquesi JohnDrummond CathyHerd TellDraper DannyGoldring EddieBoSmithJr. MichaelGaylordJames KenMoreno AllenHamilton DickCusack NicholasKusenko DavidMichaelGee StanleyM.Span AnnWhitney RichKomenich AframBillWilliams WillZahrn JohnW.Hardy MarySeibel NinaBeesley MichaelShannon BillyHaynes WalterDoggett JackKandel TimothyJ.Maxwell LeslieMikol RioZavala MarkMorettini SosehKevorkian ChristopherHolloway JimOrtlieb CherylHamada MikeGray JoeGuastaferro  AndrewDavis
837,Comedy Family Fantasy  MaraWilson DannyDeVito RheaPerlman EmbethDavidtz PamFerris PaulReubens TraceyWalter JeanSpeegleHoward BrianLevinson SaraMagdalin R.D.Robb GregoryR.Goliath FredParnes KiamiDavael LeorLivnehHackel JacquelineSteiger JimmyKarz MichaelValentine LiamKearns MarkWatson KiraSpencerHesser J.C.Alexander MaloneBrinton MarionDugan JoshuaAlvarez MaxE.Blum ErinM.Gray MistyL.Oppenheim ChristopherShepardHughes RachelSnow CraigLamarTraylor JenniferKey MartyBautista AnthonyHernandez RainaCease JonathanOsser VinnieBuffolino MarcellaSassano JohnnyThomasIII ShannonHughes ChristelKhalil CassieColaw AustinStout CindyTran JonathanFeyer AlissaGraham AmandaGraham TrevorGallagher JamesGallagher KaylaFredericks KelseyFredericks AmandaFein CaitlinFein NicholasCox AmandaSummers KristinSummers PhoebeGarcia-Pearl KathyBarbour DonnaSpangler MarianneCuran PennyHolland RichardE.Coe SabrinaBryan TrevorCoppola SimonJones JonLovitz  DannyDeVito
838,Romance Comedy Drama  GwynethPaltrow ToniCollette AlanCumming EwanMcGregor JeremyNortham GretaScacchi JulietStevenson PollyWalker SophieThompson DenysHawthorne JamesCosmo PhyllidaLaw KathleenByron EdwardWoodall BrianCapron KarenWestwood RebeccaCraig AngelaDown JohnFranklyn-Robbins RuthJones LeeBoardman  DouglasMcGrath
839,Action Fantasy Thriller  VincentPerez MiaKirshner IggyPop ThomasJane RichardBrooks ThuyTrang VincentCastellanos TraceyEllis BeverleyMitchell AlanGelfant ShellyDesai HolleyChant IanDury KerryRossall EricAcosta AaronThellSmith ChinoMoreno StephenCarpenter ChiCheng AbeCunningham  TimPope
840,Comedy Family  JamieLeeCurtis KevinPollak KyleHoward JenniferLoveHewitt JenniferTilly ChristopherMcDonald WallaceShawn RayWalston HerbertRussell ColleenCamp CarolineAaron SheilaMcCarthy AmySakasitz MookyArizona PatrikaDarbo JoshWolford K.ToddFreeman DanielRoebuck BenStein MichaelHitchcock ShelleyHack  HarryWiner
841,Drama Horror Thriller  PierreBrasseur AlidaValli EdithScob JulietteMayniel AlexandreRignault BéatriceAltariba CharlesBlavette MichelEtcheverry ClaudeBrasseur YvetteEtiévant RenéGénin LucienHubert MarcelPérès FrançoisGuérin BrigitteJuslin  GeorgesFranju
842,Horror Comedy  DennisMiller ErikaEleniak AngieEverhart ChrisSarandon CoreyFeldman WilliamSadler AubreyMorris PhilFondacaro KiaraHunter LeslieAnnPhillips JulietReagh EliGabay MattHill EricKeenleyside KimKondrashoff JohnKassir RobertMunic GaryStarr RobinDouglas DorianJoeClark RavinderToor RobertRozen JenniferJasey HeatherHanson SibelThrasher TomPickett TopazHasfal-Schou LovieEli AdamBoster WhoopiGoldberg KateMcIntyre TobiasMehler IvaFranksSinger  GilbertAdler
843,Drama     JohnRubino
844,Drama Romance  JiangWenli ZhangGuoli NiuXingli TianShaojun HaiyanZhang  YinLi
845,Mystery Crime Drama  SiqinGaowa TouChung-Hua MaJingwu WeiZi ShuZhong LiHu  YimHo
846,Drama Romance   BillSage DwightEwell MihoNikaido ParkerPosey MartinDonovan KarenSillas MichaelImperioli MariaSchrader PeterFitz MasatoshiNagase HaroldPerrineau RobertJohnBurke PaulAustin EricaGimpel HoltMcCallany LiannaPai PatriciaScanlon PaulSchulze HannahSullivan JoséZúñiga BorisAljinovic DominikBender SusieBick JorgBiesler BonoDost NilsBrück AminaGusner JacobKlaffke SebastianKoch StefanKolosko JoyKraft GenoLechner ElinaLöwensohn HasanAliMete LarsRudolph FrankSchendler GerhardSeverin SusannaSimon SabineSvoboda HansMartinStier YuriAso TomokoFujita ToshizoFujiwara ChikakoHara JunjiIijima MoritoIkeda MansakuIkeuchi KumikoIshizuka YutakaMatsushige NatsumiMizuno HirofumiNakagawa TetsuyaTabata MeikyoYamada KenjiYamaguchi TetsushiYamazaki EriYu HalHartley  HalHartley
847,Drama  LaraFlynnBoyle DannyNucci PeterDobson LucaBercovici MichaelChieffo  MarcusDeLeon
848,Comedy Drama  AlisonElliott EllenBurstyn MarciaGayHarden WillPatton KieranMulroney GailardSartain JohnM.Jackson  LeeDavidZlotoff
849,Action Adventure Science Fiction Thriller  KurtRussell StacyKeach SteveBuscemi A.J.Langer BruceCampbell PamGrier PeterFonda GeorgesCorraface RobertCarradine MichelleForbes ValeriaGolino LelandOrser JeffImada AlLeong JamesLew BreckinMeyer InaRomeo PeterJason JordanBaker CaroleenFeeney PaulBartel ShellyDesai JulienCesario CliffRobertson ThomasRosalesJr. JohnKoyama LeoLee StuartQuan WyattRussell JamieLeeCurtis  JohnCarpenter
850,Drama Crime   LeVanLoc TonyLeungChiu-wai NhưQuỳnh HoàngPhúc NgoVuQuangHal TuyetNganNguyen DoanVietHa BjuhoangHuy VoVinhPhuc LeKinhHuy TranNuYenKhe ThinhTrinh ChuHùng ManhCuongTran NguyenVanDay  TranAnhHung
851,Drama History  JeffreyWright DavidBowie DennisHopper GaryOldman BeniciodelToro ClaireForlani MichaelWincott ParkerPosey CourtneyLove TatumO'Neal ChristopherWalken WillemDafoe SamRockwell Jean-ClaudeLaMarre HopeClarke RocketsRedglare ElinaLöwensohn PaulBartel JosephR.Gannascoli MichaelBadalucco VincentGallo  JulianSchnabel
852,"Comedy Romance  KevinCostner ReneRusso DonJohnson CheechMarin LindaHart DennisBurkley RexLinn LouMyers RichardLineback GeorgePerez MickeyJones MichaelMilhoan GaryMcCord CraigStadler PeterJacobsen JimNantz KenVenturi BenWright FrankChirkinian LanceBarrow BrianHammons MikeRitz PeterKostis JimmyRoberts GeorgeMichael KrisAncira SharonMcCreedy MelissaYoung GregoryAvellone KevinWilson SusanA.Cabral DelRoy SanfordGibbons IrinaGasanova BillCaplan SharonCostner BillCostner JoeCostner RobHarris NickKiriazis TomTodoroff FredrickLewis JessKing HaroldG.Herthum MarkThomason AllanMalamud Steven""Sven""Lewison BradBritton PhilMickelson LeeJanzen JerryPate CoreyPavin FredCouples BillyMayfair SteveElkington JohnCook AndrewMagee DavidOgrin JohnMahaffey TomPurtzer JeffMaggert D.A.Weibring TommyArmourIII BlaineMcCallister BruceLietzke GregoryBuffWhite MikeStandly JimMcLean HowardTwitty AmyAlcott  RonShelton"
853,Drama Music  ColinFriels MilesDavis HelenBuday JoePetruzzi BrigitteCatillon  RolfdeHeer
854,Drama   KinuyoTanaka TeijiTakahashi YūkoMochizuki SeijiMiyaguchi YūnosukeItō KenMitsuda DankoIchikawa KeikoOgasawara EijirōTōno  KeisukeKinoshita
855,Drama  NathalieBaye JoachimSerreau FeliciePasotti MikiManojlović HenriGarcin GillesTreton MarieDaëms SachaBriquet  NicoleGarcia
856,"  ClaudioBigagli AntonioCatania CleliaRondinella StefanoDionisi PaoloBonacelli OrazioStracuzzi LudovicaModugno EvelinaGori VeraFurlan GinaRovere GiuseppeNapoli MatteoFadda CarlaBenedetti StefaniaMontorsi VittorioViviani IsaGallinelli MariaD'Ajala NicolettaBoris CesareGelli GiacomoFadda MaurizioMattioli RobertoStocchi GigiProietti StefanoMasciarelli GiovannaMori  LeonePompucci"
857,Drama  ZhaoDan WeiHeling QiMengshi LiTian-Ji BaoluoLi FuBotang ZhangZhizhi ShiLing HuangZongying ShangguanYunzhu WuYin SunDaolin WangPei ZhangLi-De XuWei-Jie ZhangQian TianGuangcai GuanPeng GeMeiqiang ChengMo QiuHuan  ZhengJunli
